weapon,x,y,dmg,dmg_type 
magic,96.92130264409387,99.19020970860572,110,poison
magic,82.20856955885584,42.290610135776916,4,poison
magic,59.76207863774625,7.313982550419129,148,poison
bomb,9.248536405397246,32.4673006244598,288,thunder
bomb,66.64774370279493,81.36041045696396,184,acid
rifle,45.228159506029655,68.86354123560793,32,lightning
magic,88.07936156613411,51.13881533096245,176,fire
rifle,52.965262738788674,67.19175762004045,57,lightning
bomb,64.48007706065528,38.685921281753366,48,cold
magic,42.71600068815494,41.761414863707394,106,acid
magic,26.005660470800706,1.9919124104710417,1,fire
bomb,90.38582529666073,88.02259752824429,215,acid
arrow,25.417289317992253,63.988588662592285,54,fire
bomb,71.57490781668379,76.62044471697035,235,thunder
rifle,75.52841883841805,54.60758137809426,99,lightning
bomb,89.72755986530485,22.544108438025013,203,poison
arrow,11.931689703378945,99.79934104456447,116,thunder
rifle,80.96862376312465,89.11953508651169,348,poison
magic,34.828726277413615,5.877880048924144,291,poison
rifle,64.94040865882202,12.422066038065548,46,lightning
bomb,71.85369669707455,40.374684138651475,62,fire
rifle,36.80743136307342,95.05146112120548,132,cold
magic,33.38706437969216,7.8309478623871165,335,cold
arrow,76.25080405143167,76.15489621335438,213,acid
magic,47.51545786157183,45.795678127042585,184,thunder
magic,0.6397424274596775,67.3100488399474,339,lightning
magic,90.81692989667707,95.178015191143,126,poison
magic,72.51706808963178,20.558328626387066,323,cold
rifle,8.690513508672758,30.66278174690561,208,acid
rifle,14.28395933498724,64.92714005101013,89,lightning
rifle,26.711304849169238,14.752420115374775,96,acid
arrow,54.7900914679732,37.94049854116957,66,poison
rifle,74.1058757163922,43.91548708460339,209,cold
bomb,63.33590443271826,29.549842207240562,102,acid
bomb,47.74259938547254,27.50380810211759,245,fire
arrow,54.68651636866991,50.14042846570125,289,poison
magic,12.665576957971203,29.869854628979418,27,fire
rifle,41.14248225756618,78.30137763295555,201,cold
rifle,49.138932361680055,24.677544408105568,120,fire
rifle,17.194167657161863,48.480182206835906,164,acid
arrow,98.04285359471035,33.76225806575748,274,acid
magic,93.35248518114948,7.658108911990535,129,lightning
rifle,9.08523634227697,85.75501079496816,170,fire
bomb,65.34501874707608,25.535868030051688,285,poison
rifle,7.454418880242253,21.511811658678837,116,fire
arrow,99.22175275913735,78.34393472495633,224,lightning
magic,71.3717733802781,15.010406053344727,238,poison
arrow,94.05434313540576,48.73193819021721,208,fire
arrow,63.119240373395456,25.093276606805446,77,cold
bomb,48.25335495564208,10.2004030411752,39,acid
magic,88.04835420260473,24.580873669986136,246,lightning
bomb,45.33861841271262,41.636437928249606,324,fire
arrow,82.3104155415947,40.729012843667014,21,thunder
rifle,48.35589686429789,92.52786669962111,295,poison
bomb,56.88939792466686,95.30898960278846,18,acid
magic,85.12026755168692,5.508643852372563,184,fire
arrow,4.391702029388089,7.99382601809826,213,poison
magic,11.414226129012627,61.23841876446523,107,cold
rifle,43.24067718383279,8.461819658047808,92,acid
bomb,68.9234258936215,87.4392927568795,331,fire
bomb,37.969815725048825,89.32175490120613,179,acid
rifle,86.03537688520066,89.57878971107519,204,fire
bomb,76.96957956170564,28.080001787848808,231,lightning
rifle,36.58283792546195,69.32689143760314,238,lightning
magic,29.213194673262244,60.84452229795194,235,cold
bomb,18.389764020345122,25.417401163842236,130,cold
magic,61.11706192140494,3.6235822037121057,38,fire
arrow,28.943714181727387,48.656951793498195,203,acid
magic,92.21340298278568,36.52526007215145,11,fire
bomb,72.31696545560872,97.02363758465171,7,lightning
magic,93.16870897821391,22.990163089336647,341,cold
arrow,5.073053510502612,20.945500581460742,103,fire
arrow,12.281571408194425,44.86587146850178,37,lightning
bomb,4.392654734090506,46.41917768999973,294,fire
bomb,44.63217175178564,41.084487302689276,189,lightning
arrow,60.59268737570979,18.823666382665984,38,fire
bomb,37.98501388787847,70.67048188081226,114,acid
rifle,3.820495104948929,62.009940179018884,64,cold
magic,45.619275162855686,33.93415893501165,282,acid
magic,78.11808063881533,54.87651210200551,176,lightning
rifle,95.34885337368056,32.611929358730606,276,lightning
arrow,5.627325863520638,44.937631963809665,222,cold
bomb,64.25452931518164,25.864714261560895,302,lightning
magic,16.469606498822664,75.61995371503481,57,poison
bomb,56.34846732241466,90.04160788138826,252,fire
magic,87.1241782464452,27.00849834322795,343,lightning
bomb,74.564961456436,94.61441801053412,117,fire
rifle,73.29283121347862,98.10342512871374,308,thunder
bomb,55.67880299686888,62.84150053902056,225,fire
arrow,61.444027433841384,15.478465391672824,309,lightning
arrow,4.5844721834630615,55.32821767632022,168,lightning
arrow,25.78285823219343,88.4758234722504,310,acid
magic,51.34309810213775,30.238808694141074,58,cold
magic,5.837998018573176,16.599584945820233,302,fire
magic,68.09714109137654,93.430460185404,243,cold
rifle,40.56788614769005,38.10434529524974,205,poison
rifle,98.3457786948569,19.903608349588076,86,cold
arrow,6.610903400088352,59.482855204992546,65,acid
arrow,2.9503471899621325,5.162235830406081,203,poison
magic,86.62836855559911,43.8381273098315,291,fire
arrow,49.26501486745794,1.6213443590196164,73,fire
magic,78.61349979358468,63.670562136730084,19,lightning
magic,51.1039186969683,14.31625327872208,67,thunder
magic,37.88805893218097,20.29016089700778,83,lightning
rifle,5.206032077760292,11.672213101831208,258,thunder
magic,87.50685978586299,3.891955310407369,202,poison
rifle,57.61883600259969,34.000699881294864,64,fire
rifle,68.04660623765749,93.95941055558754,185,poison
rifle,14.483260064768022,40.80443227792813,324,lightning
arrow,59.57765121465245,0.6810461184899141,131,acid
arrow,32.33795787024603,35.46430585465755,153,cold
arrow,26.286165970858722,45.07457321417583,44,lightning
arrow,16.60218406911651,62.631529029490196,47,lightning
magic,44.24546874448064,66.63677822404969,100,cold
rifle,23.665516516866237,61.85168201517004,42,lightning
bomb,61.60974988739159,50.70505403635834,280,thunder
rifle,99.36063399828716,5.404684760475497,296,acid
rifle,22.46979984995373,26.053549600955016,27,fire
magic,69.59620144632068,60.69992844767129,98,acid
magic,54.95251468169424,77.06630682840965,41,acid
magic,40.58905067379308,15.43229640010405,58,fire
magic,38.17654431561611,29.86159729570077,83,lightning
bomb,8.343952031331447,6.667880931709758,305,lightning
bomb,88.01044996905215,90.12337312201547,282,thunder
bomb,99.40355836029732,29.828037792461647,40,poison
rifle,99.4171427318316,34.84934335665933,153,thunder
magic,47.78413395586828,11.775328725806421,35,fire
magic,33.93495994275898,80.1558720194676,214,thunder
bomb,8.724950319944947,75.67314080258662,56,thunder
rifle,84.08146987776561,32.274390126679165,100,cold
magic,75.64671783654056,19.34298185918919,92,acid
rifle,42.584027352148304,64.85418577616362,74,fire
bomb,92.32736885642588,67.71742399365462,328,cold
arrow,35.47079920749178,95.32372344136152,328,acid
magic,72.44999687831233,14.64573084195877,27,lightning
magic,18.130142456705112,99.35770063933951,289,poison
rifle,81.38885962332294,92.13634723766432,198,fire
bomb,77.0819083183618,66.02277293691837,21,lightning
magic,62.64887051078848,29.603824119330625,87,fire
bomb,23.54716766402053,84.49305175376837,75,lightning
rifle,90.48481753505294,20.81282072858143,330,lightning
magic,89.88584176857451,98.530645968633,244,acid
arrow,96.11287094550983,9.256467124701285,282,lightning
bomb,92.81169422174533,61.387320431148126,27,poison
bomb,19.108678056680095,54.198240940868835,164,cold
arrow,35.86123180064952,91.39534576438652,54,lightning
rifle,47.8190901273427,91.8712878059478,182,poison
magic,34.24813274138088,24.17089948547373,142,thunder
bomb,33.576404870543776,71.02159384724159,162,lightning
bomb,75.96158189438731,84.03362209489336,77,cold
rifle,64.2114367597165,62.0016453034406,285,cold
bomb,34.9813576772919,45.079498797067174,221,acid
rifle,27.7040657030009,97.20037583469902,246,acid
magic,62.861436851030575,4.750637460148077,112,fire
arrow,87.77803066789403,80.2375542172161,296,lightning
rifle,54.58994733394268,2.1644314533524334,117,poison
rifle,72.63698226862061,18.997748062799314,207,acid
arrow,52.53583621335105,66.10341692578828,346,cold
magic,63.18972851911272,74.43564458264125,143,thunder
magic,66.49502574308855,70.33973380746966,115,fire
bomb,53.00586425944411,50.59605967190939,337,lightning
bomb,9.215353233715206,25.196976597243392,105,poison
magic,28.51582694570083,49.37288943054531,113,thunder
rifle,40.38503146184287,16.04011828305123,225,lightning
rifle,28.347112050937163,51.64411239487543,134,poison
magic,73.37253933998117,44.6324386277591,104,thunder
arrow,55.93009685906629,10.399626494968594,101,thunder
magic,13.12653702511497,32.31942857472513,197,thunder
magic,57.72059957837923,49.63162998270746,205,acid
arrow,17.27229497984637,49.20510435350977,127,cold
magic,70.2367811511452,47.06619988405598,280,fire
magic,59.63773481677802,17.440246446999343,252,fire
rifle,86.38257782318026,95.82547855011502,56,acid
arrow,99.09193481235884,96.29851895260214,258,cold
arrow,85.17510019883709,96.85055564179768,116,cold
bomb,20.86893341406556,19.71837292152664,46,poison
rifle,29.162200014165187,17.582292002783507,331,thunder
rifle,6.924111635209263,72.40424807758716,152,acid
rifle,25.556734707229257,18.005709613983043,78,lightning
bomb,74.45776955352711,53.967876102077675,222,thunder
bomb,16.39771255886384,80.96442365834861,116,cold
arrow,67.08468370599996,6.86891509945583,18,lightning
arrow,45.46864480382741,82.41403705151586,48,acid
arrow,55.784732791475335,69.70050171227274,294,acid
bomb,2.035493174764136,44.203503032800754,243,lightning
bomb,70.26349663464157,48.94175419110884,283,acid
rifle,29.669398435828377,7.653237552616831,40,cold
rifle,37.512052347708305,22.415977194520153,337,lightning
arrow,71.19508563084216,48.06665048643674,143,acid
magic,24.86549030888042,98.12844985180848,343,fire
rifle,77.56527945882034,26.538215692308587,66,cold
magic,30.125537825497915,5.7812135549298755,8,lightning
bomb,55.33992115617081,29.352219649293787,229,lightning
bomb,32.34746557461348,25.546255932082996,45,cold
bomb,24.661625457818637,79.3967572445514,124,cold
arrow,4.918429811140634,56.761241620058875,196,fire
magic,54.777017562075905,80.77375338130112,321,lightning
bomb,23.014089040222864,82.11016989591454,69,poison
rifle,40.43826592216349,23.099669599858075,121,lightning
bomb,0.07568165795422965,41.8800209478568,75,poison
bomb,7.32502896065359,90.2830504742749,4,poison
bomb,89.76354619079933,51.852741297471624,50,acid
magic,68.60725959692628,61.62914187767722,334,lightning
arrow,81.96362570130333,70.8425602347715,337,acid
magic,1.2431563189311046,90.35660296084257,133,thunder
magic,33.569504170637046,11.213163512705648,239,cold
arrow,84.9649415381329,90.87063399209532,75,cold
rifle,81.7718838787607,73.13235389373823,155,acid
arrow,35.77427072329038,1.4871434628100921,67,lightning
rifle,51.58151884374128,83.44212227671075,233,lightning
bomb,14.401656492190062,18.715474578075188,240,cold
rifle,86.61945538331119,86.51983754507503,3,lightning
arrow,74.2566094125603,52.796002855411416,336,poison
bomb,25.0140180219244,44.877486519233386,247,poison
magic,98.29086612735667,11.632046159965547,248,acid
bomb,0.7360538278206374,99.82550386031592,181,lightning
arrow,59.58395447783346,86.83293637518089,288,lightning
magic,14.090661013217787,30.07655403436028,323,thunder
bomb,11.922483692965102,75.06093751321063,130,poison
rifle,99.8661291485476,60.17231939264279,25,thunder
arrow,4.983801682571764,62.89336484203552,26,thunder
bomb,73.78157770068404,10.548910738545892,312,fire
magic,26.493016141272808,25.68947775833925,176,fire
rifle,37.0798513363624,47.940093174263055,256,lightning
rifle,1.7132969188969338,18.809350133754453,83,thunder
arrow,21.200309874577805,27.623833096747084,88,poison
rifle,70.257402769656,76.00276073781399,8,cold
rifle,31.567061274158824,36.958621843051,193,cold
arrow,24.398149570613292,9.826815754767871,13,fire
magic,11.962640536185576,56.7738753115224,20,poison
arrow,5.961365654485363,11.841231558638377,233,poison
arrow,24.22536716344873,38.912501237063005,137,lightning
rifle,19.555719025171125,3.9965373121940373,178,lightning
arrow,74.2143323168836,75.20168587280362,273,poison
arrow,15.50964976452056,15.809652000309871,214,poison
arrow,54.73225240368108,44.866331312720845,86,acid
arrow,20.327268295984315,78.74259724571576,64,poison
bomb,34.49213445954257,60.43822040534928,301,poison
arrow,54.87681333963105,78.52465676451298,117,poison
rifle,16.109510756649172,3.812239353147062,230,thunder
bomb,37.22502758090563,96.7411906525473,280,poison
bomb,55.77749261027639,65.86197027125202,66,cold
rifle,94.49962051614496,88.87959073430139,237,poison
arrow,8.418224707541155,49.384497539548946,56,thunder
arrow,2.7631870799179836,28.682918568673944,273,fire
magic,57.62380083915715,85.40724635806222,29,thunder
magic,79.98792567300438,13.177673521299182,115,acid
magic,0.9150693512583796,94.08916301067165,166,lightning
arrow,36.80783271030684,87.47074645131157,132,acid
rifle,82.05568942076317,76.99973769359845,246,thunder
rifle,35.23568331445928,15.225575207801212,161,thunder
rifle,43.57913562062799,74.2679909945689,245,poison
rifle,92.28968532459815,91.16380166362586,252,poison
bomb,49.35575667128171,17.098523284179578,225,cold
rifle,26.316013022537366,84.871032614093,326,lightning
bomb,48.06973899641429,24.215776604116947,277,poison
bomb,82.28904167563213,53.35633080320107,196,cold
arrow,54.22175647745251,54.94121966203161,234,fire
arrow,93.15179748544857,20.7482665098745,89,poison
arrow,21.889170558724167,81.575783492121,245,fire
arrow,51.68630829395076,44.89790485449673,208,fire
arrow,17.68511892307326,1.8444325462465994,339,cold
rifle,5.448947477103494,33.71130191443456,215,acid
magic,67.71385842287627,56.631380473581714,58,acid
arrow,27.368056861264513,87.15314041035015,147,lightning
bomb,2.8611006918983994,39.21896359331755,116,fire
rifle,56.64625351912104,36.19556605038701,223,thunder
rifle,69.13702895427107,17.948470509916493,119,thunder
bomb,85.75000578094975,45.97809148516476,312,fire
rifle,25.498905272267226,66.54128868590858,187,cold
rifle,53.60392559029867,28.367683814685453,276,acid
rifle,92.27914862632589,90.60658162617939,188,poison
rifle,18.335785186803953,68.1983351946682,93,thunder
rifle,31.43321711149597,17.929243893860026,91,lightning
arrow,51.17277838472907,99.05832991933042,66,thunder
rifle,82.70310155955546,60.00234299704048,101,cold
rifle,32.65595549998369,19.489506692396276,32,thunder
rifle,71.39792623137812,10.322072517126113,201,cold
arrow,61.965223898838126,51.8849202369268,75,cold
bomb,37.40098560282522,51.84669007911636,41,cold
arrow,37.27508082348745,47.829296278588906,193,acid
magic,84.08293110002089,55.94726067561562,102,acid
arrow,36.26339103519148,3.626261794789154,177,cold
magic,84.71745666285658,47.24630264782016,102,cold
bomb,59.80506032366196,74.53467752644464,98,acid
arrow,86.3517506074123,52.15598942505728,257,thunder
arrow,21.028695218256345,4.767221347576811,296,lightning
bomb,89.56361384130057,72.13106471906228,335,fire
rifle,34.01815919149564,89.91167905152669,208,acid
rifle,83.62038938389145,51.94072602353567,135,cold
rifle,48.89674952197397,81.43098155059485,82,thunder
magic,40.05360139625198,31.583401716594306,192,cold
magic,47.28909420213573,84.97782477585646,195,poison
arrow,86.12393560194398,18.525647572281756,45,acid
bomb,30.450308439836128,65.8939190691936,200,poison
magic,87.03482752706594,14.757969552246008,216,acid
bomb,0.6087962822665993,61.140028345048925,41,thunder
magic,78.3412940130489,79.50268848320285,310,thunder
arrow,68.37149355367772,87.38914781520437,147,thunder
magic,26.730716046615278,99.95780108772628,130,fire
bomb,96.63234916737972,9.029333226698133,6,thunder
arrow,56.737212265564565,45.16485777562153,316,acid
arrow,61.939752553093584,70.49704428960301,161,poison
rifle,93.8245029803783,44.68974194864735,276,acid
arrow,13.365357990825611,89.33677357273129,29,fire
magic,84.5310549139691,72.04003717082533,289,lightning
arrow,80.41204518693111,42.76451061225237,126,fire
bomb,32.08188490470327,75.17771359426185,9,poison
bomb,25.178672361674202,88.85673254493102,199,lightning
arrow,31.683959760713986,95.92963833275124,296,poison
rifle,43.87571141696115,95.21374373624576,100,lightning
bomb,18.800563877890607,7.1474528129636505,147,acid
arrow,53.76858401724199,78.53337454368231,228,cold
magic,47.94150880427522,64.63844869834284,251,thunder
magic,41.5235582099178,8.442436506754959,262,acid
rifle,69.36576050823982,74.56005663891264,29,fire
bomb,80.92347241953482,27.56309599382294,211,poison
rifle,93.12511714340319,26.218663653743867,59,fire
bomb,89.44615382279915,46.11242052619554,87,thunder
arrow,73.69940751442809,5.192911053934235,234,cold
rifle,89.33175049138259,49.47099690273329,322,fire
rifle,15.050348761826204,0.6607573139817524,195,cold
magic,44.79636021902266,2.2069894355389197,282,poison
arrow,90.29976240636705,12.095463095947679,178,acid
bomb,7.493705192641997,66.3288176089381,31,poison
bomb,83.35808661242214,29.747196218735404,36,acid
bomb,54.65723504556884,65.0876553000362,73,poison
bomb,82.2098034019115,23.50844382588606,94,thunder
arrow,32.12653886901068,87.58447849113593,175,poison
arrow,87.2834536556432,24.83727878789398,203,cold
rifle,35.51862286034844,54.79874766953042,294,acid
bomb,62.25371672692002,59.34504459790183,83,acid
rifle,17.152604426233697,45.03949646102423,230,acid
bomb,67.39006332249569,28.584031798058707,331,fire
rifle,63.746817024373435,66.19325114926157,116,cold
arrow,91.79239843332822,45.47240627616716,235,cold
bomb,7.007958370831469,87.71973316707232,34,acid
rifle,95.73675053602132,51.38404585455171,174,thunder
bomb,59.89821203370342,88.09838246096308,305,poison
magic,95.6753553027089,35.32637732834042,214,lightning
bomb,45.99859270187787,86.94274632537551,150,cold
magic,90.62233713692306,43.45404560159434,249,poison
magic,32.44332237362877,78.64461945875442,329,thunder
rifle,9.92458216721822,16.12870671399611,72,cold
rifle,71.55692470816207,67.43638689317787,238,fire
arrow,48.19072692428582,62.061228224238555,220,lightning
magic,54.59486009932862,27.948985240742985,312,cold
arrow,65.24183930585214,8.021892089429915,104,thunder
magic,64.57068206188413,79.04806742433678,337,acid
magic,16.2324252128343,38.874675637621166,31,fire
rifle,6.986517819572525,83.81958687518942,236,thunder
bomb,53.51747676562564,84.18400979066332,119,poison
arrow,60.24862411271972,5.69951210980717,239,thunder
magic,0.27900212056584106,85.6179436009077,244,cold
rifle,99.32650879273316,59.27569084761727,188,acid
rifle,56.23092117727118,12.946675630570248,265,poison
bomb,87.43536960428096,39.919906080858084,349,thunder
bomb,13.489129170076309,53.01375640408086,77,cold
rifle,13.238184588498447,66.37544426175728,25,acid
bomb,74.09233452657396,46.128630282065316,28,thunder
rifle,73.02977956784746,66.63169357452784,286,thunder
rifle,38.29730760728739,66.62246722948834,333,cold
magic,13.340291583711728,6.4360386000603125,345,fire
bomb,41.02652461063418,53.07021039426091,271,cold
bomb,77.46286766407434,75.19403134258425,121,acid
arrow,39.81755566557359,72.34234982614502,30,lightning
bomb,44.2856950242519,23.561225570931434,32,fire
rifle,99.21380287631416,23.982176029940284,186,lightning
rifle,64.79266986615609,56.923443662919325,59,thunder
rifle,4.446568782748727,26.37977178837464,161,thunder
bomb,55.29865775365258,65.77659343942314,190,cold
arrow,76.92725535709735,83.2927361400093,243,lightning
bomb,12.317812561671904,72.75886165928208,281,thunder
bomb,43.43789530941723,31.983525162794624,247,fire
arrow,12.304227154216886,54.851040273488515,81,poison
bomb,78.70565414909785,17.466489236114434,11,lightning
arrow,1.6427467400412454,42.712444095312584,14,poison
bomb,1.1988908000077791,62.634415942586116,125,lightning
magic,18.302807524472264,25.02280791353665,152,fire
bomb,73.7102092365289,65.64201195821495,175,acid
arrow,78.26911181036668,90.7295394604131,41,poison
bomb,29.529888062433717,52.220221698313516,344,lightning
rifle,10.923395838895743,60.57215666336153,9,lightning
magic,26.83909098858157,66.14399093955826,98,lightning
bomb,17.53382778965047,34.656585069604226,38,lightning
rifle,44.80355021917665,20.934464630789773,124,acid
rifle,77.04884883800428,8.171718873071121,93,cold
bomb,96.38291404517105,62.021039114504184,109,thunder
bomb,72.28641877224146,86.10326143121371,203,fire
arrow,33.36563247546246,71.4006616795259,177,poison
magic,22.905856594080586,73.18078720916186,250,fire
bomb,31.633834834025308,25.90065996435581,184,acid
magic,15.361047568659103,6.480648930714583,200,cold
arrow,34.006299104164604,67.20551187643196,101,fire
arrow,39.9850062963437,20.77015710519857,168,thunder
rifle,2.7768986158503095,91.24847662041051,11,thunder
rifle,88.75723901743957,47.17218588848262,281,thunder
arrow,64.39848246301622,47.988568339290396,294,poison
arrow,24.677802738389076,60.82664284027162,78,cold
bomb,20.91901084974136,95.65482991811933,86,fire
rifle,87.97357422955513,85.36322814905382,233,lightning
rifle,92.61141143300117,25.51997940720865,87,cold
arrow,9.015369152524432,30.085507495899076,251,lightning
rifle,57.351338387795295,23.367625769157463,24,lightning
bomb,13.371161331758152,9.649419065679155,211,acid
rifle,91.9724372229692,96.93933357662698,121,acid
rifle,47.75920351642262,75.89656300964516,255,acid
magic,9.76292908049896,50.30567767486161,111,lightning
rifle,31.123453470437155,66.21090324752753,44,acid
rifle,70.87338475166115,5.730266052487398,112,cold
magic,24.680861607927383,70.58964385214644,283,cold
bomb,36.97630531017515,3.49492949270781,238,cold
bomb,32.06180217633323,90.32241595826295,80,poison
magic,34.58065462805252,72.74380288109133,285,poison
rifle,32.87681555898272,29.934046478992716,9,thunder
bomb,41.46837886595638,75.48499722290984,15,fire
bomb,19.582608977166206,49.4081150818886,284,fire
rifle,63.15152545434143,96.30131832771316,225,lightning
magic,70.3993535496144,69.64987382739393,281,thunder
arrow,40.06417778115269,87.30258675131437,58,acid
rifle,42.065965829652995,5.257797935064179,98,fire
arrow,76.40910858137842,27.837064333715244,290,poison
magic,14.924268961845655,31.528187608336122,165,thunder
arrow,71.57507636395685,43.39523951326708,263,cold
magic,85.60460028149376,67.3266812777325,96,fire
arrow,84.63297823023771,96.59421743078343,209,cold
rifle,45.805499648240215,27.953297219364558,236,lightning
rifle,90.13679500712803,26.563416467539625,311,cold
arrow,38.73931719645702,53.843587505063404,182,cold
rifle,54.589974988280446,0.5032586793577432,95,thunder
arrow,42.843094836212835,55.906596508297746,245,acid
rifle,45.535560101313536,97.82003419704142,97,lightning
bomb,92.92659152969371,16.17048523190927,200,thunder
rifle,9.124868002099051,25.818964626412,196,acid
rifle,86.94605505682242,37.35230824120327,26,acid
magic,29.44554917214034,66.75514162866291,237,lightning
bomb,51.33914013648159,65.27624204728461,75,cold
arrow,51.69644907341665,16.224430010139823,235,cold
magic,2.926789186253076,8.585068703180465,17,cold
rifle,97.87024246766688,48.400257378552666,63,poison
bomb,31.42728258187327,49.03759874831866,260,fire
bomb,53.76294807880054,97.26491326736476,208,cold
bomb,11.855797647360678,12.870735024844981,69,fire
bomb,49.646960251230354,51.50636502248964,83,poison
bomb,82.89735521696767,73.38110285701347,215,lightning
magic,40.14736967874446,38.03521463463526,48,poison
bomb,72.20415613550009,25.87121567650047,311,thunder
arrow,46.96495047853206,0.24487599447666764,109,lightning
arrow,87.04747357681755,20.738061490325265,253,cold
bomb,22.32564614365685,6.795005950406319,178,fire
bomb,94.74633666730735,64.02937965011714,98,cold
rifle,60.11309991371474,69.63202911730846,146,poison
bomb,85.01453892824378,56.82278187303472,275,acid
bomb,92.34251972905105,62.54230789983084,58,cold
arrow,9.416572521233679,98.40306980987657,186,lightning
arrow,48.520408969633934,23.990479194372305,94,thunder
bomb,10.74973460967783,99.32484960867826,158,thunder
bomb,61.648519161447766,11.001974972421513,223,lightning
magic,9.711974989735328,27.93880620099437,152,lightning
bomb,96.72009787158974,78.37722318745381,140,lightning
arrow,66.93614453294387,53.16194318398003,101,thunder
rifle,94.81413517799903,11.5305686865794,294,thunder
rifle,65.76043906619495,70.3281266115528,135,lightning
magic,14.348663471727718,42.84254298026471,341,cold
rifle,88.23968396223367,60.12649528781239,121,acid
bomb,98.45000670962317,19.51290786435642,248,lightning
arrow,51.92000027862371,51.7124203230363,226,lightning
arrow,60.605220723071575,77.53537564526339,299,fire
rifle,86.46910201313631,20.473424528979734,243,cold
rifle,93.28045085483207,1.1845484733318923,175,thunder
rifle,94.90870863036919,4.903945563757695,198,acid
arrow,88.92297475303245,78.93499773513093,134,cold
magic,50.662760849573004,87.83139999981124,338,acid
rifle,96.17069606753596,49.47031103587428,270,cold
magic,89.0264376339042,14.692863277524715,130,cold
rifle,22.185911240903444,6.1683060041693105,113,poison
rifle,94.09496966061458,65.67502909894492,82,fire
magic,6.747822566561323,23.825979318937463,254,fire
arrow,47.19390878763182,0.3244842425216832,81,fire
rifle,84.94031153030176,65.05375448589314,264,poison
magic,45.71189271441632,90.02186612717867,40,thunder
magic,32.51023775081507,42.18563268430589,96,acid
arrow,34.439537782668936,99.09685803303996,131,cold
magic,24.219131285298623,80.24502752117722,15,fire
magic,72.32603986455888,77.41933643955218,279,poison
rifle,77.004804928032,86.6790586571222,59,cold
rifle,25.263877848103068,41.41740987553432,0,lightning
arrow,60.266726673095626,48.94556515688411,229,cold
magic,38.0503318580076,74.72053762228887,68,poison
magic,42.63894239138918,72.36634518015475,164,thunder
magic,30.822460852058686,7.840797870313909,103,thunder
bomb,68.56811324616966,55.21316879459756,116,thunder
bomb,85.1919882632379,38.682928578442166,36,cold
magic,98.75266256032548,38.22868852118294,114,fire
bomb,38.30978218124692,47.93150074168998,343,thunder
bomb,36.226011648837456,77.17079311581247,274,acid
rifle,13.515002959085864,29.271144032476425,162,acid
magic,66.70639584827983,64.22351343305995,16,lightning
bomb,15.013504078959262,2.378928332112029,193,lightning
bomb,21.237068606032306,71.57514406170768,297,thunder
bomb,3.5737608384241226,73.8990464722235,46,cold
rifle,17.65739422912398,70.8003139171115,264,fire
magic,85.27470352825853,98.64264252603783,271,lightning
magic,79.93948395970556,47.01606670140185,192,acid
bomb,21.974020504147973,85.21564617149153,174,lightning
arrow,28.027975515560964,58.08603178276696,51,acid
bomb,42.29081812228004,76.88809663920628,11,fire
magic,48.096952964466034,86.19768161613464,31,acid
magic,45.12040066673209,64.60424875369459,14,thunder
rifle,7.335468494736053,97.06632629906804,229,thunder
arrow,58.434879537771664,21.688491698579426,298,thunder
arrow,33.846957744791276,47.936838117689874,41,fire
magic,62.5662632120231,53.09715511527197,336,lightning
rifle,58.6166686848914,2.9521289908926662,133,acid
rifle,68.24501489908829,26.166238017964695,140,acid
rifle,48.74465626415514,95.35401966135777,271,cold
bomb,31.025312001669825,87.29841414018117,126,lightning
rifle,15.154690826718964,27.221477810210658,244,fire
bomb,30.251176719921325,40.06966304438971,146,poison
magic,18.12989898162487,90.67715662520997,17,thunder
arrow,66.82070363116549,4.539991418422062,79,fire
arrow,71.87378011191947,29.588870102725785,323,thunder
bomb,22.979689934204885,35.04668403383289,90,fire
magic,69.82776933090375,14.749127324189516,322,fire
magic,55.93124315821743,10.577807430223007,56,cold
arrow,36.6485832883929,44.05992181751562,13,fire
arrow,64.4537351349756,70.02218927949335,339,acid
bomb,54.789329692506584,59.09379698476959,251,lightning
magic,79.31532473131828,89.54913903264348,48,thunder
bomb,90.22946617219783,19.82082007439817,186,cold
bomb,70.8628771316389,47.08825385415783,146,poison
bomb,60.37846292073742,13.422818018408522,51,thunder
rifle,5.212248907242001,90.36560014963041,87,acid
rifle,73.35750826731865,21.551047608383158,99,thunder
rifle,65.79602261392216,18.29869279696277,295,acid
magic,87.92507050575729,75.91995248757192,148,cold
magic,98.1541779131296,61.97809290858994,205,lightning
arrow,10.10825601692844,65.95342389658408,280,thunder
arrow,90.24718824865609,24.92907960537766,115,acid
bomb,71.81254584108888,42.163997189813784,172,acid
rifle,33.218883870521445,63.608610454573956,236,thunder
magic,67.3569027247661,60.3200431889155,344,thunder
rifle,3.7707781653771866,6.5781640502195255,298,lightning
bomb,21.119719395805014,47.861490501713064,345,fire
magic,70.1401893808899,41.387578689193596,147,lightning
rifle,24.66425930707442,3.857413056533743,98,lightning
bomb,97.25759084546645,51.48861155375156,292,thunder
bomb,50.447760091194525,92.77883354567957,298,acid
bomb,29.180628219744854,72.61724204221547,242,lightning
bomb,54.06575873603538,86.46783109427975,283,fire
magic,26.932344946121802,70.24576005606562,104,acid
magic,8.252014180054923,39.61454446394649,128,cold
arrow,88.0267800007052,86.34206201228551,101,thunder
rifle,13.31861017066035,88.24437523980886,297,thunder
rifle,26.174385824979375,89.011353206831,264,thunder
